PLATFORM,PRACTICE,YEAR-MONTH,TRAIN/TEST,HORIZON,ACTUAL,Value_1_Year_Expected_Inflation_mom_abs,Value_2_Year_Expected_Inflation,30Y Interest Rate and Bond Yield__regressor,Accenture__regressor_mom_pct,Adobe__regressor,Amazon__regressor_mom_abs,Anaplan__regressor_ma3,Average Deal Value Series__regressor_ma3,Consumer Price Index__regressor,CyberArk__regressor_ma3,FTI Consulting__regressor,Fiserv__regressor_ma3,Genpact__regressor_ma3,Globant__regressor_mom_pct,Google__regressor_ma3,Value_Gross_Domestic_Product_Research_and_Development_ma3,Value_Harmonized_Index_of_Consumer_Prices_All_Items_for_United_States,Huron Consulting__regressor_ma3,IBM__regressor_mom_abs,Value_Imports_of_Goods_and_Services,Industrial_Sector__regressor_ma3,Infosys__regressor_mom_pct,Interest Rate Long Term__regressor,Market Capitalized of S&P 500 Stocks__regressor_ma3,Marsh & McLennan__regressor,Nominal GDP Growth__regressor_ma3,Oracle__regressor,Pharmaceuticals_Sector__regressor_ma3,Value_Real_Gross_Domestic_Product_Research_and_Development_ma3,Retail_Sector__regressor_ma3,S&P 500 Dividends__regressor_ma3,S&P 500 Dividends/Share__regressor_ma3,S&P 500 Equity Risk __regressor_ma3,S&P 500 Index Value__regressor_ma3,S&P 500 Price Per Share__regressor_ma3,S&P 500 Price Per Share J__regressor_ma3,S&P500 Dividends__regressor,SAP__regressor_mom_abs,Salesforce__regressor_mom_pct,Value_US_Real_GDP_ma3,Workday__regressor_ma3,Workiva__regressor,Zuora__regressor_ma3,nCino__regressor
"Cyber, Risk & Reg",All Practice,2023-06-01,TRAIN,6,173425334.038946,-0.37092921,2.53473811,3.33015019077349,0.00691753657076321,4495.0,7327.625,169.159,360.55133407169,300.226987660791,158.416972826086,774.898608695652,4557.4528401122,1107.61452407667,0.0224690774850921,71601.6081112669,962.45,123.13,295.349883064516,856.983695652174,3897.402,23092.5414604075,0.0075106076678284,3.70844202898551,32868.9369052246,4939.82608695652,6.89825955456495,12004.3478260869,9533.76359669137,822.281,32192.3174231522,583.409177588265,17.4351928471248,2.49472129464102,3907.12929737865,3927.75818651481,3929.24455547418,67.6165986487303,194.271739130434,0.0225991876564966,22249.459,1615.04088341514,140.23104347826,101.740609805984,107.914152173913
"Cyber, Risk & Reg",All Practice,2023-07-01,TRAIN,6,130532219.029999,-0.189103079999999,2.48974447,3.30441484564689,0.00597142288714813,4528.52329749104,4705.65107526883,169.159,284.962883466649,301.132382051935,163.311027041452,776.5398923952,4590.26612513635,1105.1953204353,0.015841268637365,73517.6001090852,968.991666666666,124.11,304.025706356812,557.651402524545,3874.21,22030.9683792757,0.00477071083796354,3.65389330424393,33614.2703219128,5066.08829671185,6.75300399350821,12240.5606825619,13796.1006619911,827.250999999999,34114.7854266745,584.702711712124,17.4826241493948,2.40991332109589,3953.388200568,3981.76993585,4020.359218596,68.1741372072865,122.056552906342,0.0172950712176378,22300.7843333333,1630.90709841177,143.64892649213,102.363134256662,109.266783941093
"Cyber, Risk & Reg",All Practice,2023-08-01,TRAIN,6,193055565.069999,-0.0659266400000002,2.36463437,3.30049731182795,0.00221038220841163,4569.05555555555,-4901.5177419355,169.158999999999,290.676765512363,301.899376518129,166.082587790244,785.368638888889,4605.5471637837,1101.83980127266,-0.0070279483138147,74335.1143602929,975.533333333333,124.7,310.710772741675,-541.26661991585,3874.21,21154.7744924737,-0.00503455748690206,3.62918518518518,34414.6691698883,5327.67777777777,6.53952396685661,12316.6833333333,15538.7186004879,832.221,40117.0999256798,584.012745378404,17.4690235052724,2.33588059744132,4009.03523047096,3983.48348537403,4117.74616220584,68.4459705499508,-141.758485273492,-0.00119498277044938,22352.1096666666,1645.52660738922,145.967144444444,102.800844763908,110.70295
"Cyber, Risk & Reg",All Practice,2023-09-01,TRAIN,6,174349932.67,-0.53983859,2.20357461,3.42145334720776,0.00137917712181079,4611.66666666666,-7160.63333333333,169.159,313.245004047625,302.641240746561,166.219334167056,795.947666666666,4599.16310581268,1097.97764668328,-0.0123819457685367,73699.8679834813,982.075,124.94,314.721093997714,-799.449999999998,3874.21,20575.0722708601,-0.00737255429689198,3.6117037037037,35279.0809336551,5623.33333333333,6.20323460462032,12357.0,15392.9069181145,837.191,40261.5853219787,581.349127110964,17.395155550361,2.2720659187012,4069.99793731043,4041.26363527015,4222.58143011084,68.6490667214658,-203.877777777776,-0.00538592702512008,22403.435,1659.0183730897,148.060333333333,103.026866503038,112.175
"Cyber, Risk & Reg",All Practice,2023-10-01,TRAIN,6,192436792.899999,0.5775817,2.38057256,3.25102186379928,0.00395998084736115,4657.45441595441,-5697.06727716726,169.159,302.048882033752,303.423061812632,164.582703947903,808.36524043549,4580.43117623117,1094.25651699905,-0.00762015698225526,72068.5901912901,987.583,125.629999999999,316.997070383937,-610.339010989011,3799.003,20266.4153373067,-0.00554458170842797,3.62606037172703,36129.1782165077,5872.74607244607,5.78667487722068,12475.6728327228,10664.4303560488,840.020666666666,37885.9191306195,577.363043256548,17.2793447971781,2.21803462742825,4136.61216909252,4088.39510971807,4325.18577496984,68.9768015075611,-167.482743182744,-0.00210364061356893,22448.7626666666,1672.89009396282,150.1293008954,103.172895238095,113.639695787545
"Cyber, Risk & Reg",All Practice,2023-11-01,TRAIN,6,180899589.13,0.00280600000000008,2.40776827,3.33610128338536,0.013574785418178,4709.84615384615,808.199145299149,169.159,262.988280592265,304.267182379336,164.54724008954,826.425065934065,4585.65266585266,1093.18202668566,0.0128441405860886,71235.8366503866,993.091,125.8,321.196697083163,213.965384615385,3799.003,20124.3905334741,0.00260767386541926,3.77684981684981,36626.5355677093,5907.64835164835,5.47641007263018,12887.8681318681,8750.17736093173,842.850333333333,31394.8349168655,574.896572773593,17.2017601410934,2.17198377027496,4209.62851889369,4159.20034558349,4383.77231292454,69.7999151843045,-2.37806267806172,0.0112447557774451,22494.0903333333,1692.86273502916,151.835406593406,103.747223809523,114.886109890109
"Cyber, Risk & Reg",All Practice,2023-12-01,TRAIN,6,142588685.659999,-1.28737603,1.60519629,3.48739749103942,0.0156515185986922,4763.80769230769,2354.53296703296,169.159,247.300304060139,305.127643798666,166.90484082214,845.826082417582,4623.40175010175,1095.36304805318,0.0174977696972227,71625.3183353683,998.599,126.15,328.163915642382,409.906593406591,3799.003,20127.5440048685,0.00454101199009682,3.9634249084249,36678.916299495,5891.56043956044,5.32231345848782,13369.8351648351,11690.5896195852,845.68,33825.4742766105,574.698401442116,17.1834955908289,2.13375938915564,4289.00255508922,4270.01677105253,4386.95846389368,70.7529643077753,36.868131868131,0.014258456520112,22539.418,1720.23914284357,153.455258241758,104.869009523809,116.080637362637
"Cyber, Risk & Reg",All Practice,2024-01-01,VALIDATION,6,176125985.03225,1.10805399,2.28785076,3.5225695456122,0.0103511091331252,4812.29118567267,2453.13506619608,169.159,272.073922432897,305.958306828469,171.2824221342,863.3849553504,4686.30753561538,1100.55634863523,0.0200170466613289,72985.2402401245,1002.00966666666,126.28,337.036614434186,288.987462047072,3843.132,20256.3120271365,0.00503489339632623,4.13469655636556,36447.8918641483,5847.98193671685,5.29199535869348,13676.7400705885,15237.8806171623,846.515666666666,35028.3895868966,577.050825361817,17.2348879719619,2.0985424803076,4368.54934580233,4400.27900686013,4354.53877328187,71.5176106727754,41.8538446126112,0.0122918604891173,22619.923,1753.09291853541,154.968157807129,106.376399752888,117.343221984186
"Cyber, Risk & Reg",All Practice,2024-02-01,VALIDATION,6,189772846.83225,0.1326524,2.40271904,3.73366701352757,-0.0077135623166642,4841.73913043478,2850.28705516079,169.159,324.354156675931,306.68369598514,176.174370533627,874.563173913043,4745.80681894075,1107.6272204301,0.0299545738415103,74286.1244573565,1005.42033333333,126.94,344.704292726908,-143.998689949603,3843.132,20424.0297484017,0.00694461242468169,4.24771739130434,36634.8425832028,5704.17391304347,5.22985802306648,13354.9565217391,14898.7042491727,847.351333333333,33505.6588470021,582.81257022524,17.3895692702249,2.04419138707053,4426.76490791164,4487.45841372798,4372.3803046665,71.5430922427747,60.5881047423818,0.00602588492094358,22700.428,1784.88970146263,156.118695652173,107.673782775662,118.872869565217
"Cyber, Risk & Reg",All Practice,2024-03-01,VALIDATION,6,177862258.229913,0.20546591,2.54236202,3.95352043010752,-0.0117385577867432,4866.27173913043,2884.23913043478,169.159,377.829211530292,307.368067546363,181.187836830011,884.067902173913,4794.8856332424,1116.23247684036,0.0307902385080158,75279.6953086067,1008.831,127.12,350.409120665274,-239.690217391304,3843.132,20608.6824954071,0.00719749717287077,4.34385869565217,37411.8219065479,5540.40217391304,5.09679335497109,12896.4619565217,14998.4459608549,848.187,32452.7488391597,592.105710685459,17.6533340885146,1.96570623481317,4458.09398461501,4448.95411444483,4461.59695171728,71.3827988154076,63.652173913043,0.00448743743869628,22780.933,1813.90923084629,157.163983695652,108.616832206304,120.433010869565
"Cyber, Risk & Reg",All Practice,2024-04-01,VALIDATION,6,181036489.774838,-0.0428611699999996,2.60366896,4.31442559833506,-0.00875450561110657,4895.98807854137,4006.02314165499,169.159,451.947756215805,308.098774066973,186.639097767648,893.742521037868,4833.98205937353,1125.67906287985,0.0284350153261401,76178.0112786348,1013.20133333333,126.97,353.891771563814,-32.8963884992972,3882.899,20662.4781666723,0.00509149206844972,4.4080224403927,38677.8241413526,5417.73001402524,4.90775190477285,12553.4288218793,15003.5342579499,850.457666666666,29955.0568463049,603.405842526024,17.9808461422382,1.87015085698666,4476.63929859969,4355.85449599183,4610.16184972612,71.2938574475487,96.4824684431987,0.00766578225610081,22840.822,1840.20044086021,158.537883239831,109.25132591164,121.810795932678
